Unnamed: 0,elec,community,ID,Posting ID,community_elec,Title,Body,Text,Dates,Year,Month,Day,Time,Hits cnt,Rec cnt,ner,person,pred_Kc_kmhas,softmax_Kc_kmhas,pred_Ko_kodoli,softmax_Ko_kodoli,pred_Ro_kodoli,softmax_Ro_kodoli,max_sft,max_sft_label,avg_sft,avg_sft_label,ensemble_score
485616,20,FM,20FM193194,4381147403,FM20,근데 PNR은 왜 안 뜰까,궁금해 죽것네,근데 PNR은 왜 안 뜰까 궁금해 죽것네,2022-02-27,2022,2,27,16:26:00,1819,1,"[('근데', 'O'), ('PNR', 'O'), ('은', 'O'), ('왜', 'O'), ('안', 'O'), ('뜰까', 'O'), ('궁금', 'O'), ('해', 'O'), ('죽', 'O'), ('것', 'O'), ('네', 'O')]",[],0,0.114299999999999,0,0.0665999999999999,0,0.0149,0.114299999999999,0,0.0653,0,0
402197,20,FM,20FM109775,4408085344,FM20,솔직히 이준석 실망스러운점은 이번에도 역시나,는야 바다의 왕자,솔직히 이준석 실망스러운점은 이번에도 역시나 는야 바다의 왕자,2022-03-08,2022,3,8,05:02:00,523,6,"[('솔직히', 'O'), ('이준석', 'B-PER'), ('실망', 'O'), ('스러운', 'O'), ('점', 'O'), ('은', 'O'), ('이번', 'O'), ('에', 'O'), ('도', 'O'), ('역시', 'O'), ('나', 'O'), ('는', 'O'), ('야', 'O'), ('바다', 'I-PER'), ('의', 'O'), ('왕자', 'O')]",['이준석'],0,0.054,0,0.145,0,0.0037,0.145,0,0.0676,0,0
741836,20,FM,20FM486629,4245429983,FM20,뻑가가 병신이기도 하지만,그래도 렉카 역할은 확실히 한다는 점에서 적당히 까자 ㅋ,뻑가가 병신이기도 하지만 그래도 렉카 역할은 확실히 한다는 점에서 적당히 까자 ㅋ,2022-01-12,2022,1,12,17:45:00,489,4,"[('뻑', 'O'), ('가가', 'O'), ('병신', 'O'), ('이', 'O'), ('기', 'O'), ('도', 'O'), ('하', 'O'), ('지만', 'O'), ('그래도', 'O'), ('렉', 'B-PER'), ('카', 'I-PER'), ('역할', 'O'), ('은', 'O'), ('확실히', 'O'), ('한다는', 'O'), ('점', 'O'), ('에서', 'O'), ('적당히', 'O'), ('까자', 'O'), ('ㅋ', 'O')]",['렉카'],0,0.473,0,0.4461,1,0.6179,0.6179,1,0.5123,1,1
499600,20,FM,20FM207178,4376038848,FM20,빤스런ㅋㅋ,지가 실명까놓고 또 구라쳐서 위기모면하고 빤스런 하네 ㅋㅋ,빤스런ㅋㅋ 지가 실명까놓고 또 구라쳐서 위기모면하고 빤스런 하네 ㅋㅋ,2022-02-25,2022,2,25,21:18:00,112,0,"[('빤', 'O'), ('스런', 'O'), ('ㅋㅋ', 'O'), ('지', 'O'), ('가', 'O'), ('실명', 'O'), ('까놓', 'O'), ('고', 'O'), ('또', 'O'), ('구라', 'O'), ('쳐서', 'O'), ('위기', 'O'), ('모면', 'O'), ('하', 'O'), ('고', 'O'), ('빤', 'O'), ('스런', 'O'), ('하', 'O'), ('네', 'O'), ('ㅋㅋ', 'O')]",[],1,0.5542,1,0.684,1,0.9211,0.9211,1,0.7198,1,3
782344,20,FM,20FM527137,4232073132,FM20,연기하랬더니 홍준표 연기를 하네 ㅋㅋ,어,연기하랬더니 홍준표 연기를 하네 ㅋㅋ 어,2022-01-07,2022,1,7,17:50:00,179,4,"[('연기', 'O'), ('하', 'O'), ('랬더니', 'O'), ('홍준표', 'B-PER'), ('연기', 'O'), ('를', 'O'), ('하', 'O'), ('네', 'O'), ('ㅋㅋ', 'O'), ('어', 'O')]",['홍준표'],0,0.4075,0,0.0193999999999999,0,0.257399999999999,0.4075,0,0.2281,0,0
375203,20,FM,20FM82781,4413587219,FM20,시작이다 ㅜㅜㅜ,와,시작이다 ㅜㅜㅜ 와,2022-03-09,2022,3,9,19:29:00,23,0,"[('시작', 'O'), ('이', 'O'), ('다', 'O'), ('ㅜㅜㅜ', 'O'), ('와', 'O')]",[],0,0.0695,0,0.0243999999999999,0,0.0044999999999999,0.0695,0,0.0328,0,0
911626,20,FM,20FM656419,4183878630,FM20,후보등록일까지 얼마남았냐 뭘해야할까,대한민국 이대로 찢길순없다 대책을 세워야한다,후보등록일까지 얼마남았냐 뭘해야할까 대한민국 이대로 찢길순없다 대책을 세워야한다,2021-12-21,2021,12,21,16:44:00,22,1,"[('후보', 'O'), ('등록', 'O'), ('일', 'O'), ('까지', 'O'), ('얼마', 'O'), ('남', 'O'), ('았', 'O'), ('냐', 'O'), ('뭘', 'O'), ('해야할까', 'O'), ('대한민국', 'B-ORG'), ('이대로', 'O'), ('찢', 'O'), ('길', 'O'), ('순', 'O'), ('없', 'O'), ('다', 'O'), ('대책', 'O'), ('을', 'O'), ('세워야', 'O'), ('한다', 'O')]",[],0,0.0665,0,0.0284999999999999,0,0.0168,0.0665,0,0.0373,0,0
884428,20,FM,20FM629221,4195915338,FM20,52 52 거기 한남 새끼들,52 번째 주로 들어와라,52 52 거기 한남 새끼들 52 번째 주로 들어와라,2021-12-26,2021,12,26,10:03:00,114,0,"[('52', 'B-NOH'), ('52', 'B-NOH'), ('거기', 'O'), ('한남', 'B-PER'), ('새끼', 'O'), ('들', 'O'), ('52', 'B-NOH'), ('번', 'I-NOH'), ('째', 'O'), ('주로', 'O'), ('들어와라', 'O')]",['한남'],1,0.98,1,0.9441,1,0.9939,0.9939,1,0.9727,1,3
496525,20,FM,20FM204103,4376764216,FM20,다시돌아가서 파이리빵도 건저옴,뮤츠뜨면 ㄹㅇ 닌텐도줌,다시돌아가서 파이리빵도 건저옴 뮤츠뜨면 ㄹㅇ 닌텐도줌,2022-02-26,2022,2,26,01:26:00,62,0,"[('다시', 'O'), ('돌아가', 'O'), ('서', 'O'), ('파이리', 'O'), ('빵', 'O'), ('도', 'O'), ('건저', 'O'), ('옴', 'O'), ('뮤츠', 'O'), ('뜨', 'O'), ('면', 'O'), ('ㄹ', 'O'), ('ㅇ', 'O'), ('닌텐도', 'O'), ('줌', 'O')]",[],0,0.0574,0,0.0139,0,0.0179,0.0574,0,0.0297,0,0
533929,20,FM,20FM241507,4363405694,FM20,영상 이재명 아수라 모드 입갤 ㄷㄷㄷ,영상 재생 재생 음소거 현재 시간 지정 기간 로드됨 전체 화면 딥빡 ㄷㄷ 살려주세요살려주세요살려주세요살려주세요살려주세요살려주세요살려주세요,영상 이재명 아수라 모드 입갤 ㄷㄷㄷ 영상 재생 재생 음소거 현재 시간 지정 기간 로드됨 전체 화면 딥빡 ㄷㄷ 살려주세요살려주세요살려주세요살려주세요살려주세요살려주세요살려주세요,2022-02-21,2022,2,21,21:26:00,53755,313,"[('영상', 'O'), ('이재명', 'B-PER'), ('아수라', 'O'), ('모드', 'O'), ('입', 'O'), ('갤', 'O'), ('ㄷ', 'O'), ('ㄷ', 'O'), ('ㄷ', 'O'), ('영상', 'O'), ('재생', 'O'), ('재생', 'O'), ('음소', 'O'), ('거', 'O'), ('현재', 'O'), ('시간', 'O'), ('지정', 'O'), ('기간', 'O'), ('로드', 'O'), ('됨', 'O'), ('전체', 'O'), ('화면', 'O'), ('딥', 'O'), ('빡', 'O'), ('ㄷ', 'O'), ('ㄷ', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O'), ('살려', 'O'), ('주', 'O'), ('세요', 'O')]",['이재명'],0,0.1378,0,0.0355999999999999,1,0.6952,0.6952,1,0.2895,0,1
367317,20,FM,20FM74895,4413887562,FM20,개표 언제부터 해 씨발,개빡치네,개표 언제부터 해 씨발 개빡치네,2022-03-09,2022,3,9,20:11:00,21,0,"[('개표', 'O'), ('언제', 'O'), ('부터', 'O'), ('해', 'O'), ('씨발', 'O'), ('개', 'O'), ('빡', 'O'), ('치', 'O'), ('네', 'O')]",[],1,0.9952,1,0.7512,1,0.9926,0.9952,1,0.913,1,3
653359,20,FM,20FM360937,4309564874,FM20,근데 방금 서울에 공급을 안한다고하는거 아니냐,광역철도 근처 얘기 하는데,근데 방금 서울에 공급을 안한다고하는거 아니냐 광역철도 근처 얘기 하는데,2022-02-03,2022,2,3,20:21:00,220,1,"[('근데', 'O'), ('방금', 'O'), ('서울', 'B-LOC'), ('에', 'O'), ('공급', 'O'), ('을', 'O'), ('안', 'O'), ('한다고', 'O'), ('하', 'O'), ('는', 'O'), ('거', 'O'), ('아니', 'O'), ('냐', 'O'), ('광역철도', 'O'), ('근처', 'O'), ('얘기', 'O'), ('하', 'O'), ('는데', 'O')]",[],0,0.0154999999999999,0,0.0624,0,0.0096,0.0624,0,0.0292,0,0
368892,20,FM,20FM76470,4413811216,FM20,사전투표 보정을 들어간다고 했는데 이정도면,조작이라기보단 편파적아님,사전투표 보정을 들어간다고 했는데 이정도면 조작이라기보단 편파적아님,2022-03-09,2022,3,9,20:02:00,229,1,"[('사전', 'O'), ('투표', 'O'), ('보정', 'O'), ('을', 'O'), ('들어간다고', 'O'), ('했', 'O'), ('는데', 'O'), ('이', 'O'), ('정도', 'O'), ('면', 'O'), ('조작', 'O'), ('이', 'O'), ('라', 'O'), ('기보단', 'O'), ('편파', 'O'), ('적', 'O'), ('아님', 'O')]",[],0,0.0756999999999999,0,0.0161,0,0.0119,0.0756999999999999,0,0.0346,0,0
385821,20,FM,20FM93399,4412376347,FM20,19대 지역 최종 득표율 아시는분,좀 퍼다줘라 그거 봐야 안정된다,19대 지역 최종 득표율 아시는분 좀 퍼다줘라 그거 봐야 안정된다,2022-03-09,2022,3,9,13:31:00,24,0,"[('19', 'B-NOH'), ('대', 'I-NOH'), ('지역', 'O'), ('최종', 'O'), ('득표율', 'O'), ('아', 'O'), ('시', 'O'), ('는', 'O'), ('분', 'O'), ('좀', 'O'), ('퍼다', 'O'), ('줘라', 'O'), ('그거', 'O'), ('봐야', 'O'), ('안정', 'O'), ('된다', 'O')]",[],0,0.121099999999999,0,0.0363,0,0.0103999999999999,0.121099999999999,0,0.0559,0,0
673823,20,FM,20FM381401,4295744574,FM20,디씨는 마갤은 그나마 낫지,관리 안 되는 메갤은 걍 생지옥임,디씨는 마갤은 그나마 낫지 관리 안 되는 메갤은 걍 생지옥임,2022-01-30,2022,1,30,04:04:00,135,0,"[('디', 'B-PER'), ('씨', 'I-PER'), ('는', 'O'), ('마', 'O'), ('갤', 'O'), ('은', 'O'), ('그나마', 'O'), ('낫', 'O'), ('지', 'O'), ('관리', 'O'), ('안', 'O'), ('되', 'O'), ('는', 'O'), ('메', 'O'), ('갤', 'O'), ('은', 'O'), ('걍', 'O'), ('생지옥', 'O'), ('임', 'O')]",['디씨'],0,0.359199999999999,0,0.0481,0,0.2744,0.359199999999999,0,0.2272,0,0
640372,20,FM,20FM347950,4311305485,FM20,오 나도 드디어 여론 조사 당첨,김혜경 사과가 적절했냐고 묻네 ㅋㅋㅋ 장난하냐 ㅋㅋ 잘했으면 포좀 줘,오 나도 드디어 여론 조사 당첨 김혜경 사과가 적절했냐고 묻네 ㅋㅋㅋ 장난하냐 ㅋㅋ 잘했으면 포좀 줘,2022-02-04,2022,2,4,12:50:00,234,3,"[('오', 'O'), ('나', 'O'), ('도', 'O'), ('드디어', 'O'), ('여론', 'O'), ('조사', 'O'), ('당첨', 'O'), ('김혜경', 'B-PER'), ('사과', 'O'), ('가', 'O'), ('적절', 'O'), ('했', 'O'), ('냐고', 'O'), ('묻', 'O'), ('네', 'O'), ('ㅋㅋㅋ', 'O'), ('장난', 'O'), ('하', 'O'), ('냐', 'O'), ('ㅋㅋ', 'O'), ('잘', 'O'), ('했', 'O'), ('으면', 'O'), ('포', 'O'), ('좀', 'O'), ('줘', 'O')]",['김혜경'],0,0.153699999999999,0,0.0439,0,0.0229,0.153699999999999,0,0.0735,0,0
772247,20,FM,20FM517040,4234591022,FM20,이재명도 지금 속으로는 여가부폐지 존나 따라하고 싶을걸,윤석열이 존나 부러울거다 ㅋ,이재명도 지금 속으로는 여가부폐지 존나 따라하고 싶을걸 윤석열이 존나 부러울거다 ㅋ,2022-01-08,2022,1,8,16:01:00,239,7,"[('이재명', 'B-PER'), ('도', 'O'), ('지금', 'O'), ('속', 'O'), ('으로', 'O'), ('는', 'O'), ('여', 'O'), ('가', 'O'), ('부', 'O'), ('폐지', 'O'), ('존나', 'O'), ('따라', 'O'), ('하', 'O'), ('고', 'O'), ('싶', 'O'), ('을', 'O'), ('걸', 'O'), ('윤석열', 'B-PER'), ('이', 'O'), ('존나', 'O'), ('부러울', 'O'), ('거', 'O'), ('다', 'O'), ('ㅋ', 'O')]","['이재명', '윤석열']",0,0.3549,0,0.3728,0,0.2536,0.3728,0,0.3271,0,0
464958,20,FM,20FM172536,4391001552,FM20,표가 필요하긴 한가보네 ㅋㅋ토론안하고 지 공약 홍보하노 ㅋㅋ,개웃기네 ㅋㅋ,표가 필요하긴 한가보네 ㅋㅋ토론안하고 지 공약 홍보하노 ㅋㅋ 개웃기네 ㅋㅋ,2022-03-02,2022,3,2,20:33:00,60,0,"[('표', 'O'), ('가', 'O'), ('필요', 'O'), ('하', 'O'), ('긴', 'O'), ('한가', 'O'), ('보', 'O'), ('네', 'O'), ('ㅋㅋ', 'O'), ('토론', 'O'), ('안', 'O'), ('하', 'O'), ('고', 'O'), ('지', 'O'), ('공약', 'O'), ('홍보', 'O'), ('하', 'O'), ('노', 'O'), ('ㅋㅋ', 'O'), ('개', 'O'), ('웃기', 'O'), ('네', 'O'), ('ㅋㅋ', 'O')]",[],0,0.436899999999999,0,0.0184999999999999,0,0.2092,0.436899999999999,0,0.2215,0,0
844683,20,FM,20FM589476,4213724576,FM20,찢는다 좃선,찢갈이다 후보 교체하면 홍 찍을게 대신 안되면 찢찍조찢 하자,찢는다 좃선 찢갈이다 후보 교체하면 홍 찍을게 대신 안되면 찢찍조찢 하자,2022-01-01,2022,1,1,12:22:00,254,5,"[('찢', 'O'), ('는다', 'O'), ('좃', 'O'), ('선', 'O'), ('찢', 'O'), ('갈', 'O'), ('이', 'O'), ('다', 'O'), ('후보', 'O'), ('교체', 'O'), ('하', 'O'), ('면', 'O'), ('홍', 'O'), ('찍', 'O'), ('을', 'O'), ('게', 'O'), ('대신', 'O'), ('안', 'O'), ('되', 'O'), ('면', 'O'), ('찢', 'O'), ('찍', 'O'), ('조', 'O'), ('찢', 'O'), ('하', 'O'), ('자', 'O')]",[],1,0.6715,1,0.9391,1,0.8997,0.9391,1,0.8368,1,3
461187,20,FM,20FM168765,4391225480,FM20,이재명은 이게 복합쇼핑몰이래 미래명품재래시장X,4번 이게 복합쇼핑몰 공약이라네 ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ 쇼핑상가를 지어서 기업이 세금 떼어서 전통시장에 지원해주는게 이재명식 상생형 복합쇼핑몰,이재명은 이게 복합쇼핑몰이래 미래명품재래시장X 4번 이게 복합쇼핑몰 공약이라네 ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ 쇼핑상가를 지어서 기업이 세금 떼어서 전통시장에 지원해주는게 이재명식 상생형 복합쇼핑몰,2022-03-02,2022,3,2,21:41:00,68,0,"[('이재명', 'B-PER'), ('은', 'O'), ('이게', 'O'), ('복합', 'O'), ('쇼핑몰', 'O'), ('이래', 'O'), ('미래', 'O'), ('명품', 'O'), ('재래', 'O'), ('시장', 'O'), ('X', 'O'), ('4', 'B-NOH'), ('번', 'I-NOH'), ('이게', 'O'), ('복합', 'O'), ('쇼핑몰', 'O'), ('공약', 'O'), ('이', 'O'), ('라네', 'O'), ('ㅋㅋ', 'O'), ('ㅋㅋ', 'O'), ('ㅋㅋ', 'O'), ('ㅋㅋ', 'O'), ('쇼핑', 'O'), ('상가', 'O'), ('를', 'O'), ('지어서', 'O'), ('기업', 'O'), ('이', 'O'), ('세금', 'O'), ('떼', 'O'), ('어서', 'O'), ('전통', 'O'), ('시장', 'O'), ('에', 'O'), ('지원', 'O'), ('해', 'O'), ('주', 'O'), ('는', 'O'), ('게', 'O'), ('이재명', 'B-PER'), ('식', 'O'), ('상생', 'O'), ('형', 'O'), ('복합', 'O'), ('쇼핑몰', 'O')]","['이재명', '이재명']",0,0.168,0,0.0383,0,0.0082999999999999,0.168,0,0.0715,0,0
890456,20,FM,20FM635249,4192073677,FM20,소신발언 윤석열 전광판드립은 오만한게 아니지,윤석열은 목표로 향해 잘 가고 있음 오만한 게 아니라 없애는데 최선을 다하고 있는거임,소신발언 윤석열 전광판드립은 오만한게 아니지 윤석열은 목표로 향해 잘 가고 있음 오만한 게 아니라 없애는데 최선을 다하고 있는거임,2021-12-24,2021,12,24,17:18:00,243,1,"[('소신', 'O'), ('발언', 'O'), ('윤석열', 'B-PER'), ('전광판', 'O'), ('드립', 'O'), ('은', 'O'), ('오만', 'O'), ('한', 'O'), ('게', 'O'), ('아니', 'O'), ('지', 'O'), ('윤석열', 'B-PER'), ('은', 'O'), ('목표', 'O'), ('로', 'O'), ('향해', 'O'), ('잘', 'O'), ('가', 'O'), ('고', 'O'), ('있', 'O'), ('음', 'O'), ('오만', 'O'), ('한', 'O'), ('게', 'O'), ('아니', 'O'), ('라', 'O'), ('없애', 'O'), ('는데', 'O'), ('최선', 'O'), ('을', 'O'), ('다', 'O'), ('하', 'O'), ('고', 'O'), ('있', 'O'), ('는', 'O'), ('거', 'O'), ('임', 'O')]","['윤석열', '윤석열']",0,0.0471,0,0.0365999999999999,0,0.0058,0.0471,0,0.0298,0,0
